title,houseType,state,position,tags,unitPrice,totalPrice
恒大棕榈岛,住宅,在售,惠阳/白云新城/惠州市惠阳区淡水高尔夫路1号,品牌房企 贴心物业 临近高速 现房,13800  元/平(均价),总价130万/套
钻石公馆,住宅,在售,惠阳/白云新城/惠州市惠阳区淡水兴湖路,小户型 公交直达 现房 小型社区,13500  元/平(均价),总价84.4万/套
依云小镇,住宅,在售,博罗/博罗县/博罗县罗阳镇宝瑞路139号,公交直达 低密居所 即将交房,8200  元/平(均价),总价74.62万/套
佳兆业ICC,写字楼,在售,惠城/江北/惠州市惠城区惠州大道5号,现房 车位充足,17000  元/平(均价),
龙宸梧桐郡府,住宅,在售,惠城/仲恺/惠州仲恺高新区仲恺五路132号,现房 绿化率高 配套齐全 购物方便,11500  元/平(均价),总价104.65万/套
龙海壹号,住宅,在售,大亚湾/万达/惠州市大亚湾西区龙海一路东,复式 现房 低密居所 配套齐全,13500  元/平(均价),总价122.175万/套
碧桂园九龙湾,住宅,未开盘,惠东/惠东县/惠州市惠东县黄埠镇海滨大道盐洲大桥旁,低单价 复式 现房 低密居所,6100  元/平(均价),总价120万/套
合生滨海城,别墅,在售,大亚湾/澳头/惠州大亚湾澳头大涌路15号,现房 大型社区 购物方便 娱乐丰富,17000  元/平(均价),总价450万/套
润田·双璧湾,住宅,在售,惠城/江北/惠州市惠城区惠博大道466号,公交直达 现房 低密居所,12500  元/平(均价),总价141.25万/套
锦龙湾畔,住宅,在售,凤岗镇/凤岗镇/凤岗镇雁田村镇田北路83号,现房 大型社区 娱乐丰富 美食云集,26000  元/平(均价),总价235万/套
都市华府,商业类,在售,常平镇/常平镇/东莞市常平镇板石村,小户型 现房,16000  元/平(均价),总价74万/套
中联创·戛纳湾,住宅,在售,桥头镇/桥头镇/桥头镇桥新东二路6号,低单价 品牌房企 小户型 现房,11500  元/平(均价),总价91万/套
嘉逸园,别墅,在售,惠城/河南岸/惠州市古塘坳东风村188号,公交直达 现房 车位充足 购物方便,100  万/套(总价),总价187万/套
宏新蜜糖小城,住宅,在售,惠城/水口/惠州市惠城区水口街道办事处龙湖大道369号,绿化率高 大型社区 娱乐丰富 运动健身,10500  元/平(均价),总价147万/套
合生国际新城,住宅,在售,惠城/水口/惠州市惠城区水口街道办事处合生大道3号,绿化率高 大型社区 娱乐丰富 运动健身,11000  元/平(均价),总价91.3万/套
皓翔壹城中心,住宅,在售,惠城/仲恺/惠州仲恺高新区陈江街道五一大道东58号,现房,10800  元/平(均价),总价244万/套
公庄山水花园,住宅,在售,博罗/博罗县/金龙大道与花园北路交接处黄金之口（四家曾村）,低单价 现房,4400  元/平(均价),总价59.4万/套
东奥苑,住宅,在售,惠城/江北/惠州市江北西22号小区,低密居所 购物方便 景区,10300  元/平(均价),总价136.99万/套
鼎峰国汇山,住宅,未开盘,惠城/江北/惠州市惠城区江北25号小区（中信大桥旁）,现房 大型社区 购物方便 综合商场,12800  元/平(均价),总价163.84万/套
保利达江湾南岸,住宅,未开盘,惠城/江北/惠州市惠城区江北沿江路8号,现房 车位充足 购物方便 美食云集,14000  元/平(均价),总价210万/套
保华铂郡,住宅,在售,惠城/河南岸/惠州市惠城区惠南大道与体育南路交汇处,现房 大型社区,13000  元/平(均价),总价176万/套
TCL康城四季,住宅,未开盘,惠城/仲恺/惠州仲恺高新区和畅五路西3号,小户型 现房 绿化率高 购物方便,9300  元/平(均价),总价45.57万/套
双月湾温德姆至尊豪廷度假酒店,住宅,在售,惠东/惠东县/惠东县港口镇双月湾滨海旅游度假区,小户型 现房 小型社区 购物方便,22000  元/平(均价),总价116万/套
华润小径湾二期,住宅,在售,大亚湾/大亚湾中心区/大亚湾小径湾（惠深沿海高速小径湾出口即达）,品牌房企 复式 现房 低密居所,15800  元/平(均价),总价206万/套
五矿哈施塔特,别墅,在售,博罗/博罗县/惠博大道（博罗体育中心东侧800米处）,复式 公交直达 现房 绿化率高,15000  元/平(均价),总价342万/套
深业喜悦城,住宅,在售,惠城/仲恺/惠州市仲恺高新区和畅五路西105号,公交直达 绿化率高 大型社区 购物方便,9100  元/平(均价),总价80.08万/套
日昇昌天誉,住宅,在售,惠城/江北/文华一路31号（市第一人民医院附近）,公交直达 现房 大型社区 银行,16500  元/平(均价),
牧云溪谷,住宅,在售,惠阳/秋长/龙岗大道与长山路交汇处,小户型 现房 大型社区 购物方便,19000  元/平(均价),总价142.065万/套
美丽洲,住宅,在售,惠城/水口/惠州大道1号（惠州大道与三环东路交汇处）,小户型 现房 绿化率高,10000  元/平(均价),总价68万/套
融创清溪壹号,住宅,在售,清溪镇/清溪镇/清溪镇鹿鸣路与振兴四路交汇处,现房 小型社区 银行 医疗配套,17000  元/平(均价),总价156万/套
奥园观澜誉峰,住宅,在售,塘厦镇/塘厦镇/塘厦黎塘三路1号,品牌房企 现房 低密居所 配套齐全,25000  元/平(均价),总价232万/套
碧桂园翠湖湾,住宅,在售,惠阳/秋长/惠州市惠阳区新圩镇元洞村高布龙地段,品牌房企 现房 绿化率高,11200  元/平(均价),总价160万/套
荣佳国韵,住宅,在售,大亚湾/龙光城/大亚湾龙山一路与西南大道交汇处,现房 大型社区,15000  元/平(均价),总价129.05万/套
华讯大宅,住宅,在售,石龙镇/石龙镇/东莞市石龙镇龙升路一巷4号,低单价 现房 大型社区 娱乐丰富,14000  元/平(均价),总价134万/套
万科双月湾,住宅,在售,惠东/惠东县/惠州市惠东县平海镇南门海地段万科双月湾花园三区东地块,小户型 品牌房企 低密居所 绿化率高,13000  元/平(均价),总价46万/套
恒大翡翠华庭,住宅,未开盘,望牛墩镇/望牛墩镇/望牛墩镇镇中路21号,品牌房企 近主干道 现房 低密居所,17000  元/平(均价),总价185万/套
佳兆业碧海云天,住宅,在售,沙田镇/沙田镇/虎门港轮渡路口,品牌房企 现房 大型社区,22000  元/平(均价),总价190万/套
金色半山,别墅,在售,清溪镇/清溪镇/东莞市清溪镇银利高尔夫旁,现房 大型社区 购物方便 娱乐丰富,23000  元/平(均价),总价860万/套
金田花园,住宅,在售,常平镇/常平镇/常平司马村东深公路与常谢璐交汇,公交直达 现房 大型社区 银行,13000  元/平(均价),总价133万/套
新世纪上河居,住宅,在售,道滘镇/道滘镇/道滘镇南城村(厚街水道边),现房 低密居所,15500  元/平(均价),总价160.5万/套
锦河湾,住宅,在售,大亚湾/龙光城/惠州大亚湾西区龙山三路68号,现房 大型社区 购物方便 美食云集,12500  元/平(均价),总价107.5万/套
碧桂园太东天樾湾,住宅,在售,大亚湾/大亚湾中心区/惠州市大亚湾中心区中心南路与中兴六路交叉位置,品牌房企 现房 大型社区 购物方便,12800  元/平(均价),总价139.52万/套
新鸿基珑汇,住宅,在售,石龙镇/石龙镇/方正东路东南侧临江地段,小户型 现房 绿化率高,17000  元/平(均价),总价95万/套
海悦湾,住宅,在售,大亚湾/大亚湾中心区/惠州大亚湾霞涌霞光二路18号,小户型 现房 低密居所 购物方便,18000  元/平(均价),总价75.6万/套
富力湾,别墅,在售,惠东/惠东县/稔山镇范和湾跨海大桥旁,小户型 现房 绿化率高,9500  元/平(均价),总价40.5万/套
富力湾,住宅,在售,惠东/惠东县/稔山镇范和湾跨海大桥旁,小户型 现房 低密居所,9000  元/平(均价),总价50万/套
龙林上观,住宅,在售,惠阳/惠阳经济开发区/惠阳区淡水街道桥背村地段,现房 大型社区,12000  元/平(均价),总价118.608万/套
五经山水大观,住宅,在售,惠城/仲恺/惠州市陈江街道办事处青春村梧村（惠樟公路旁）,现房,9300  元/平(均价),总价81.84万/套
香樟1号,商业类,在售,樟木头镇/樟木头镇/东莞市樟木头镇樟罗社区西城路,小户型 现房,14000  元/平(均价),总价86万/套
泰丰牧马湖,别墅,在售,大亚湾/万达/广东省惠州市惠阳区大亚湾大道与龙海二路交汇处,复式 现房 车位充足 购物方便,45000  元/平(均价),总价558万/套
达鑫江滨新城,住宅,在售,"石碣镇/石碣镇/大王洲桥北, 紧邻壮丽蜿蜒的东江",现房 低密居所 配套齐全 购物方便,20000  元/平(均价),总价155万/套
宝安虹海湾,住宅,在售,惠东/惠东县/稔山半岛港口镇双月湾海滨度假区,小户型 现房 绿化率高 娱乐丰富,12000  元/平(均价),总价62万/套
南峰华桂园,住宅,在售,清溪镇/清溪镇/东莞市清溪镇三星村行政中心区,现房 绿化率高 娱乐丰富 美食云集,18000  元/平(均价),总价166万/套
灿邦新天地,住宅,未开盘,大亚湾/大亚湾中心区/惠州大亚湾西区中兴北路218号,现房 车位充足 景区 医疗配套,价格待定,
鼎浩城,住宅,在售,惠城/水口/惠城区马安镇群乐路8号鼎浩城售楼处,现房 绿化率高 购物方便 美食云集,9000  元/平(均价),总价112万/套
弘诚厚园,住宅,在售,惠东/惠东县/惠东县平山街道百丘田地段,低单价 绿化率高 大型社区 娱乐丰富,7500  元/平(均价),总价77万/套
金融街海世界,住宅,在售,惠东/惠东县/广东省惠州市惠东县巽寮镇金海湾大道,现房 低密居所 购物方便 美食云集,14000  元/平(均价),总价156万/套
松湖碧桂园,住宅,在售,大岭山镇/大岭山镇/东莞市大岭山镇石大路新塘段40号,品牌房企 公交直达 现房 绿化率高,25000  元/平(均价),
中航维拉庄园,别墅,在售,惠东/惠东县/平山街道陈塘,复式 低密居所 绿化率高 购物方便,10000  元/平(均价),总价170万/套
光大山湖城,别墅,在售,大岭山镇/大岭山镇/大岭山连马路140号,现房 大型社区 购物方便 美食云集,28000  元/平(均价),总价450万/套
好益康世纪中心,底商,在售,惠阳/区政府/惠阳区淡水街道承修四路,低总价 公交直达 现房 美食云集,25000  元/平(均价),
昶园,住宅,在售,惠阳/南站新城/淡水街道星河东五路,车位充足 绿化率高 购物方便 美食云集,15500  元/平(均价),
雅居乐花园,住宅,在售,惠阳/南站新城/惠州市惠阳区淡水新桥村,品牌房企 小户型 现房 低密居所,11500  元/平(均价),总价83.95万/套
佳兆业东江新城,住宅,在售,博罗/博罗县/东江 东岸博 罗大桥左侧约300米处,现房 低密居所 购物方便 运动健身,8000  元/平(均价),总价76.8万/套
嘉辉豪庭,住宅,在售,凤岗镇/凤岗镇/东莞市凤岗镇龙平西路龙凤山庄旁,公交直达 现房 低密居所 娱乐丰富,29500  元/平(均价),总价232万/套
盛和雅颂花园,住宅,在售,横沥镇/横沥镇/东莞市横沥新四村北环路,现房 低密居所,14500  元/平(均价),总价140万/套
新力东园,住宅,在售,大亚湾/大亚湾中心区/惠州市大亚湾中兴中路与中兴北路交汇处,公交直达 现房 大型社区 购物方便,13000  元/平(均价),总价120万/套
新世纪颐龙湾,住宅,未开盘,高埗镇/高埗镇/高埗新政府对面,公交直达 现房 低密居所 购物方便,14000  元/平(均价),
丰泰橡树溪谷,住宅,在售,樟木头镇/樟木头镇/广东省东莞市樟木头镇樟深路丰泰橡树溪谷,公交直达 绿化率高 大型社区 购物方便,17500  元/平(均价),总价163万/套
合正东部湾,住宅,在售,惠东/惠东县/惠州市惠东县稔山镇亚婆角旅游度假区（广惠高速管理中心出口）,品牌房企 小户型 现房 低密居所,12000  元/平(均价),总价66万/套
王府钓鱼台,住宅,在售,博罗/博罗县/广东省惠州市惠博沿江路199号,现房 绿化率高,8500  元/平(均价),总价82.45万/套
保利锦里,住宅,未开盘,龙门/龙门县/惠州市龙门县增马秧地头段,,10500  元/平(均价),
聚泰启程二期,住宅,在售,大亚湾/龙光城/聚泰启程二期,现房 绿化率高,14000  元/平(均价),总价152.6万/套
利丰中央公园,住宅,在售,石排镇/石排镇/石排石崇大道水贝村段南侧石排中学旁,低密居所 小型社区 娱乐丰富 运动健身,15000  元/平(均价),
中航元屿海,住宅,在售,惠东/惠东县/惠东巽寮村委会粘坑地段,小户型 公交直达 低密居所 即将交房,13000  元/平(均价),总价64.35万/套
宏远帝庭山,别墅,未开盘,常平镇/常平镇/东莞市桥头镇石水口村水口城路333号,低单价 大型社区 购物方便 娱乐丰富,价格待定,
华安珑廷,住宅,在售,黄江镇/黄江镇/东莞市黄江镇新市社区长江西路,现房 绿化率高 购物方便 娱乐丰富,20000  元/平(均价),总价175万/套
汇龙湾,住宅,在售,南城区/宏远北/南城区金丰路12号（江南第一城旁）,现房 绿化率高 配套齐全 购物方便,27500  元/平(均价),总价391万/套
雅居乐花园,商业,在售,惠阳/南站新城/惠州市惠阳区淡水新桥村,品牌房企 小户型 现房,30000  元/平(均价),总价100万/套
锦阳凯悦春天,住宅,在售,大亚湾/万达/惠州市沿海高速澳头出口科技创新园旁,,13500  元/平(均价),总价114.75万/套
海伦堡海伦虹,住宅,在售,大亚湾/大亚湾中心区/升平四路16号,小户型 公交直达 现房 绿化率高,12000  元/平(均价),总价63万/套
盛和豪园,住宅,在售,清溪镇/清溪镇/清溪镇香芒中路（文化公园旁）,现房 车位充足,25000  元/平(均价),总价612万/套
望龙轩,住宅,在售,桥头镇/桥头镇/桥头桥新路26号,低单价 低密居所 车位充足,11500  元/平(均价),
四季松湖,住宅,在售,东坑镇/东坑镇/东莞市东坑镇东兴中路125号,现房 大型社区,16000  元/平(均价),总价148万/套
虎门印象,住宅,在售,虎门镇/万达/虎门镇赤岗社区骏马路3号,小户型 现房 绿化率高,21000  元/平(均价),总价161万/套
恒福山语海,住宅,在售,博罗/博罗县/滨江路中段（东山森林公园旁）,即将交房 绿化率高,8600  元/平(均价),总价91.16万/套
赛格假日广场,写字楼,在售,惠城/东平/东平半岛惠州大道与窑头中路交汇处,现房 车位充足,14000  元/平(均价),总价193.2万/套
中洲天御,住宅,下期待开,惠城/河南岸/惠城区金山湖南部奥林匹克中心斜对面,现房 大型社区,13000  元/平(均价),
诚杰壹中心,商业,在售,惠阳/区政府/惠阳区东华大道与白云二路交汇处,现房 车位充足 购物方便 娱乐丰富,45000  元/平(均价),
保利阳光城,住宅,在售,惠阳/白云新城/淡水内环路西侧,现房 绿化率高 购物方便 娱乐丰富,14500  元/平(均价),总价120万/套
伟隆国际澜郡,住宅,在售,茶山镇/茶山镇/东莞市茶山镇横山村环城路（茶山商贸城旁）,地铁沿线 小型社区 配套齐全 购物方便,16000  元/平(均价),
泰丰泡泡海,底商,在售,"大亚湾/大亚湾中心区/霞涌街道办,东兴路西侧,霞光西路南侧",小户型 现房 娱乐丰富 银行,32500  元/平(均价),总价123.5万/套
实地常春藤,住宅,在售,惠阳/惠阳经济开发区/御和路与惠南大道交汇处,绿化率高 大型社区 购物方便 美食云集,9700  元/平(均价),总价89.24万/套
莲湖山庄,别墅,在售,大岭山镇/大岭山镇/大岭山镇 颜屋村晶和路168号,现房 车位充足,40000  元/平(均价),总价680万/套
颐景湾畔,底商,在售,樟木头镇/樟木头镇/樟木头笔架山路与石新路交界处,公交直达 现房 配套齐全 购物方便,25000  元/平(均价),
泰丰泡泡海,住宅,在售,"大亚湾/大亚湾中心区/霞涌街道办,东兴路西侧,霞光西路南侧",现房 绿化率高 娱乐丰富 银行,25700  元/平(均价),总价323.82万/套
御河湾,住宅,在售,横沥镇/横沥镇/横沥镇育才路1号,现房 低密居所 购物方便 美食云集,14000  元/平(均价),总价216万/套
3号别墅,别墅,在售,松山湖/松山湖/松山湖高新技术产业开发区新竹路3号,现房 低密居所,40000  元/平(均价),总价2000万/套
中梁V城市,住宅,在售,惠阳/南站新城/人民六路57号中梁V城市,小户型 复式 现房 绿化率高,16000  元/平(均价),总价105万/套
融创清溪壹号,商业类,在售,清溪镇/清溪镇/清溪镇鹿鸣路与振兴四路交汇处,小户型 品牌房企 现房 银行,16500  元/平(均价),总价66万/套
中惠松湖城三期,住宅,在售,寮步镇/寮步/东莞市寮步镇金兴路,健身跑道 近主干道 现房 人车分流,25000  元/平(均价),总价200万/套
半岛1号十一期,住宅,在售,惠阳/白云新城/惠阳区淡水泗水地段,小户型 公交直达 现房 绿化率高,14000  元/平(均价),总价109.2万/套
诚杰壹天地,底商,在售,惠阳/秋长/惠阳区新圩镇G205星运绿洲嘉园内,现房,25000  元/平(均价),
汇港城,底商,在售,惠城/仲恺/惠州市仲恺高新区和畅五路10号,低单价 低总价 公交直达 现房,9300  元/平(均价),总价93万/套
鑫月广场欢乐海湾,底商,在售,惠城/仲恺/惠州仲恺高新区陈江街道陈江大道中31号,公交直达 现房 购物方便 美食云集,26000  元/平(均价),
佳兆业帝景中央,别墅,在售,南城区/西平/南城绿色路与五环路交汇处,,价格待定,
凯晟景园,住宅,在售,东城区/石井/东莞市东城区东昇路33号,美食云集,22000  元/平(均价),总价374万/套
卓越中寰,商业类,在售,莞城区/学院路/东纵大道（天宝站B出口）,小户型 loft 现房 车位充足,22000  元/平(均价),总价60万/套
夏日南庭,底商,未开盘,大亚湾/比亚迪商圈/大亚湾西区龙山六路与龙海三路交汇处,低总价 现房 娱乐丰富 美食云集,21000  元/平(均价),
颐景湾畔,住宅,在售,樟木头镇/樟木头镇/樟木头笔架山路与石新路交界处,水系园林 公交直达 现房 低密居所,16800  元/平(均价),总价181万/套
恒大依山海湾,住宅,在售,大亚湾/澳头/澳头大涌路1号,品牌房企 公交直达 现房 大型社区,12500  元/平(均价),总价121.2万/套
泰禾新天地,商业类,在售,东城区/主山/东城区东纵路与东宝路交汇处,小户型 地铁沿线 现房 购物方便,26000  元/平(均价),总价80万/套
时代天境,住宅,在售,石排镇/石排镇/石崇路和公园南路交汇处,品牌房企 公交直达 现房 低密居所,18500  元/平(均价),总价186万/套
乐活188,商业类,在售,惠阳/白云新城/惠阳区淡水白云路76号,小户型 现房 美食云集,16000  元/平(均价),总价119.84万/套
锦多宝吉祥龙,住宅,在售,樟木头镇/樟木头镇/樟木头樟木头大道南城新区宝山路段,现房 小型社区 购物方便 娱乐丰富,21000  元/平(均价),总价268万/套
峰景台,住宅,在售,桥头镇/桥头镇/桥头桥鸿路莲湖路交界,现房 低密居所,13800  元/平(均价),总价150万/套
锦江海悦中心,住宅,在售,惠阳/白云新城/惠州市惠阳区淡水东华大道中32号,复式 现房 小型社区 购物方便,15000  元/平(均价),总价160万/套
中泰峰境,住宅,未开盘,黄江镇/黄江镇/东莞市黄江聚富路田美广场旁,绿化率高 大型社区 娱乐丰富 运动健身,价格待定,总价137万/套
国正·天境湾,住宅,在售,惠东/惠东县/惠州市惠东县巽寮管委会巽寮村黄竹洋村民小组石岩龙地段,小户型 现房 购物方便 美食云集,16000  元/平(均价),总价84万/套
石排世纪城国际公馆,住宅,在售,石排镇/石排镇/石排大道和锦绣路交汇处,临近高速 现房 低密居所 配套齐全,15500  元/平(均价),总价165万/套
保利珑远国际广场,商业类,在售,南城区/石竹/三元路南侧与塘垻一路交汇处,小户型 地铁沿线 现房 车位充足,20000  元/平(均价),总价90万/套
碧桂园苹果,商业类,在售,东城区/上下桥/环城东路东城桑园段63号,低单价 品牌房企 近主干道 现房,13000  元/平(均价),总价120万/套
美泰天街,底商,在售,大亚湾/万达/大亚湾西区龙海二路及龙山七路交汇处,低总价 小户型 公交直达 现房,30000  元/平(均价),总价90万/套
寰宇汇金中心,商业类,在售,南城区/南城车站/东莞市南城三元里四环路南侧,地铁沿线 现房 购物方便 美食云集,22000  元/平(均价),
金地朗悦,底商,在售,坪山区/坪山/黄沙坑北一巷4-2,品牌房企 环线房 现房 银行,76000  元/平(均价),
宝创红禧公馆,商业类,在售,宝安区/西乡/宝安宝安固戍一路与隆兴路交汇处,低单价 现房 购物方便 娱乐丰富,47000  元/平(均价),
山海四季城Ⅲ·四季公馆,住宅,在售,盐田区/盐田港/明珠大道与盐田五街交汇处,小户型 现房 小型社区 购物方便,53000  元/平(均价),总价390万/套
华联城市全景壹号,商业类,在售,宝安区/新安/创业二路与公园路交汇处,小户型 地铁沿线 现房 配套齐全,85000  元/平(均价),
广源纳帕溪谷,住宅,在售,茶山镇/茶山镇/茶山茶山北路与安泰路交汇处（图书馆旁）,地铁沿线 现房 低密居所,17000  元/平(均价),总价170万/套
新力上园,住宅,在售,大亚湾/万达/惠州市大亚湾龙海一路与沿河路交汇处,即将交房,13700  元/平(均价),总价120万/套
鼎峰悦境,住宅,在售,长安镇/宵边/霄边大街98号,现房 大型社区 美食云集 综合商场,30000  元/平(均价),总价360万/套
金地天润自在城,住宅,在售,大亚湾/万达/龙海一路与龙山五路交汇处,公交直达 现房 大型社区,15500  元/平(均价),总价134万/套
碧桂园映月台,别墅,在售,石排镇/石排镇/石排东莞生态园旁李横路,现房 小型社区,28000  元/平(均价),总价400万/套
富盈天悦,商业类,在售,麻涌镇/麻涌镇/东太村,小户型 公交直达 现房 娱乐丰富,13000  元/平(均价),总价35万/套
碧桂园狮子洋,住宅,在售,沙田镇/沙田镇/沙田东莞市沙田镇临港路108号,小户型 品牌房企 现房 低密居所,21000  元/平(均价),总价165万/套
京基御景中央,住宅,在售,龙岗区/大运新城/龙岗大运新城飞扬路与如意路交汇处,贴心物业 私属庭院 公交直达 现房,50000  元/平(均价),总价485万/套
福悦铭座,住宅,在售,惠阳/区政府/惠州市惠阳区白云二路与东华二路交汇处,复式 现房 小型社区 配套齐全,11200  元/平(均价),总价117万/套
财富城,住宅,在售,坪山区/坪山/正山甲片区兰竹西路与长安二街西南交汇处,免费专车 近主干道 临近高速 现房 绿化率高,40000  元/平(均价),总价538万/套
御梓园,住宅,在售,惠阳/白云新城/惠州市惠阳区龙海一路与龙山二路交汇处,小户型 公交直达 绿化率高 银行,13200  元/平(均价),总价105万/套
博林腾瑞,住宅,在售,大亚湾/比亚迪商圈/大亚湾龙海三路广外附设外语学校旁,小户型 现房 大型社区 购物方便,14300  元/平(均价),总价90万/套
汇景凯伦湾花园,住宅,在售,沙田镇/沙田镇/东莞市沙田镇民田广荣路2号,现房 低密居所,17000  元/平(均价),总价165万/套
德弘天下华府,住宅,在售,罗湖区/翠竹/文锦北路1058号（田贝三路与文锦路交汇处东侧）,贴心物业 地铁沿线 环线房 现房,98000  元/平(均价),
德洲城六期,底商,在售,大亚湾/龙光城/惠州市大亚湾西区樟树埔龙山一路61号,现房 购物方便 美食云集 公园,36000  元/平(均价),总价316.8万/套
壹品名仕大厦,住宅,在售,大亚湾/万达/大亚湾西区石化大道中(大亚湾科技园正对面),现房 车位充足,13500  元/平(均价),总价251万/套
汇金天琅大厦,商业类,在售,罗湖区/春风路/深南大道与人民南路交汇处,小户型 公交直达 近主干道 现房,88000  元/平(均价),总价320万/套
宝树台,商业类,在售,福田区/华强北/燕南路31号,小户型 地铁沿线 公交直达 现房,90000  元/平(均价),总价422万/套
时代荟,住宅,在售,茶山镇/茶山镇/东莞市茶山镇安泰路与茶山南路交汇处,品牌房企 现房 购物方便 娱乐丰富,22000  元/平(均价),总价230万/套
大族河山,住宅,未开盘,龙岗区/布吉南岭/南湾街道丹平快速路西侧,小户型 环线房 临近高速 现房,价格待定,
红树景园,住宅,在售,大亚湾/大亚湾中心区/惠州大亚湾澳头升平四路9号,小型社区 娱乐丰富 运动健身 休闲广场,12500  元/平(均价),总价117万/套
富丽华府,住宅,在售,大亚湾/澳头/广东省惠州市大亚湾澳头新澳大道三街9号,小户型 现房 小型社区 购物方便,11000  元/平(均价),总价85万/套
兰亭国际名园,住宅,在售,罗湖区/莲塘/延芳路2号,环线房 现房 人车分流,65000  元/平(均价),总价1008万/套
中海云麓公馆,别墅,在售,凤岗镇/凤岗镇/光辉大道与城邦大道交叉口西南150米,品牌房企 复式 公交直达 现房,50000  元/平(均价),总价1200万/套
美悦湾,住宅,在售,大亚湾/大亚湾中心区/中兴五路东侧（体育馆北）,现房 购物方便 娱乐丰富 公园,12500  元/平(均价),总价131.25万/套
前海卓越时代广场,底商,在售,宝安区/宝安中心/宝华路与海天路交汇处东南角(宝安区政府附近),近主干道 现房 成熟商圈 购物方便,1390  万/套(总价),
玖颂江湾,商业类,在售,石碣镇/石碣镇/石碣崇焕中路133号,小户型 复式 现房 购物方便,12000  元/平(均价),总价42万/套
天麟天瑞,住宅,在售,大朗镇/大朗镇/东莞市大朗镇富民中路与长富中路交汇处,现房 绿化率高 购物方便 美食云集,24000  元/平(均价),总价232万/套
瑞银昌V+公寓,商业类,在售,惠城/仲恺/惠州市仲恺高新区陈江街道陈江大道北46号,低总价 现房 车位充足,12500  元/平(均价),
佳兆业城市广场五期,商业类,在售,龙岗区/坂田/深圳坂雪岗科技城中浩一路、宝吉路交汇处,免费专车 品牌房企 自持商业 公交直达 近主干道,40000  元/平(均价),
荣盛御湖观邸,住宅,在售,大亚湾/比亚迪商圈/惠州市大亚湾西区龙海三路（龙尾山水库北侧）,小户型 大型社区 购物方便 美食云集,11200  元/平(均价),总价93.6万/套
正兆景嘉园,住宅,在售,光明区/公明/双明大道北侧,复式 贴心物业 环线房 近主干道,39000  元/平(均价),总价607万/套
松茂御龙湾,住宅,在售,宝安区/碧海/银田路与宝怡路交汇处,免费专车 环线房 现房 绿化率高 购物方便,75000  元/平(均价),总价900万/套
AT,在售,MALL,龙华区/上塘/区腾龙路与简上路交汇处上塘地铁口,自持商业 多轨交汇 近主干道 现房,170000  元/平(均价),
信达泰禾金尊府,住宅,下期待开,坪山区/坪山/坪山大道与锦龙路交汇处东南侧,品牌房企 公交直达 近主干道 现房,价格待定,
万科深南道68號,商业类,在售,罗湖区/春风路/深南东路和文锦中路交汇处,免费专车 品牌房企 小户型 现房 银行,60000  元/平(均价),总价300万/套
奥园隆基绿洲花园,住宅,未开盘,大亚湾/万达/惠州大亚湾大道和龙海二路交界处,现房 小型社区 购物方便 娱乐丰富,13200  元/平(均价),总价120万/套
泰华海逸世家,住宅,下期待开,宝安区/西乡/新湖路与新安西路交界处北侧,复式 环线房 大型社区 购物方便,价格待定,
豪方天际花园,住宅,在售,南山区/南头/北环大道与南山大道交汇处西北侧,小户型 休闲会所 近主干道 临近高速,85000  元/平(均价),总价646万/套
卓越蔚蓝郡,底商,在售,塘厦镇/塘厦镇/塘龙西路与龙林辅道交叉口,品牌房企 小户型 现房 配套齐全,40000  元/平(均价),总价272万/套
天健公馆,住宅,在售,福田区/竹子林/香蜜湖街道办安托山六路与侨香四路交汇处西北侧,近主干道 现房 绿化率高 山景,98000  元/平(均价),总价1212.6万/套
金广运·骅府,住宅,在售,惠阳/秋长/秋长街道白石村沿湖路99号,,12600  元/平(均价),总价106万/套
实地常春藤,底商,在售,惠阳/惠阳经济开发区/惠州市惠阳区惠南大道与联星路交汇处,低单价 低总价 购物方便 美食云集,10800  元/平(均价),总价95.04万/套
盛世豪庭,住宅,在售,惠东/惠东县/惠东县白花镇联进中学侧地段,现房,8600  元/平(均价),总价69万/套
盛世豪庭,底商,在售,惠东/惠东县/惠东县白花镇联进中学侧地段,低单价 低总价,6800  元/平(均价),总价103万/套
荣德SPACE,底商,在售,龙岗区/横岗/龙岗大道横岗地铁站C出口,自持商业 地铁沿线 多轨交汇 现房,150000  元/平(均价),
金地龙城中央三期,商业类,在售,龙岗区/龙岗中心城/龙城大道金地龙城中央三期,低单价 小户型 地铁沿线 近主干道,33000  元/平(均价),总价220万/套
地铁锦上花园三期,商业类,未开盘,龙岗区/横岗/龙 岗大道地铁六约站东南侧,地铁沿线 环线房 娱乐丰富 美食云集,价格待定,
万科金域广场,商业类,在售,东坑镇/大朗镇/东莞市东坑镇东坑大道与金朗北路交汇路口,小户型 loft,21000  元/平(均价),总价63万/套
领航城·领誉,住宅,在售,宝安区/西乡/107国道与航城大道交汇处,地铁沿线 公交直达 现房 车位充足,57000  元/平(均价),
揽胜湾,住宅,未开盘,常平镇/常平镇/太和路8号,低密居所 绿化率高 购物方便 美食云集,16500  元/平(均价),
万科双月湾,底商,在售,惠东/惠东县/惠州市惠东县平海镇南门海地段万科双月湾花园三区东地块,品牌房企 小户型 现房 美食云集,15000  元/平(均价),总价63万/套
京基御景峯,住宅,在售,南山区/大学城/长岭陂站A1出口,即将交房 大型社区 购物方便 美食云集,82000  元/平(均价),总价910.2万/套
