title,houseType,state,position,tags,unitPrice,totalPrice
华润西山墅,别墅,在售,门头沟/冯村/冯石环路7号院,品牌房企 水系园林 环线房 近主干道,1700  万/套(总价),总价1850万/套
观唐云鼎,别墅,在售,密云/密云其它/密溪路39号院,养老房 旅游地产 公交直达 多轨交汇,31000  元/平(均价),总价530万/套
北京城建琨廷,住宅,在售,"房山/窦店/窦店镇京港澳高速公路提香草堂出口往西侧1.4公里, 于庄路1号院",品牌房企 贴心物业 公交直达 环线房,28000  元/平(均价),总价448万/套
保利首开天誉,别墅,在售,朝阳/东坝/东五环七棵树路口向东280米,品牌房企 公交直达 环线房 现房,4000  万/套(总价),总价3800万/套
浅山香邑,住宅,在售,"顺义/顺义其它/林秀西路1号院二区, 浅香北街16号院",水系园林 自持商业 公交直达 环线房,270  万/套(总价),总价280万/套
鸿坤林语墅,别墅,在售,大兴/西红门/西红门镇欣荣北大街45号院（地铁四号线西红门站东800米）,贴心物业 入户花园 环线房 现房,4500  万/套(总价),
优山美地D区,别墅,在售,顺义/中央别墅区/后沙峪镇裕园路西300米,私属庭院 一梯一户 环线房 现房,2200  万/套(总价),
梵悦108,住宅,在售,朝阳/CBD/建国路乙108号,品牌房企 休闲会所 环线房 近主干道,150000  元/平(均价),总价2300万/套
旭辉城,住宅,在售,房山/房山其它/西南六环良乡出口往南约2公里,限竞房 品牌房企 小户型 公交直达,35000  元/平(均价),总价260万/套
中海京西里,住宅,在售,房山/良乡/苏庄大街和长虹路交叉口西北角，地铁苏庄站北侧50米,限竞房 品牌房企 小户型 多轨交汇,40837  元/平(均价),总价306万/套
首创远洋禧瑞天著,住宅,在售,亦庄开发区/通州其它/科创十一街与经海九路交汇处西南角（亦庄线次渠南站200米）,限竞房 刚需优选 视频看房 品牌房企,52695  元/平(均价),总价430万/套
世茂西山龙胤,别墅,在售,海淀/海淀北部新区/南沙河西路上庄大桥南口向西800米,品牌房企 环线房 近主干道 车位充足,4000  万/套(总价),总价4000万/套
华润理想国,住宅,在售,昌平/北七家/北七家镇立汤路与北清路交叉点向东800米北清路南侧,限竞房 品牌房企 贴心物业 环线房,49520  元/平(均价),总价440万/套
首开保利熙悦林语,别墅,在售,大兴/瀛海/旧宫镇五环路与德贤路交叉口东150米,限竞房 品牌房企 复式 地铁沿线,1100  万/套(总价),总价1100万/套
檀香府,住宅,在售,门头沟/门头沟其它/京潭大街与潭柘十街交叉口,品牌房企 水系园林 环线房 现房,50000  元/平(均价),总价480万/套
金融街金悦府,住宅,在售,大兴/黄村火车站/4号线义和庄地铁站往北400米,限竞房 视频看房 品牌房企 环线房,55016  元/平(均价),总价412万/套
中海丽春湖墅·温榆府,住宅,在售,昌平/沙河/地铁昌平线沙河地铁站南600米,限竞房 刚需优选 品牌房企 地铁沿线,470  万/套(总价),总价470万/套
中海丽春湖墅·温榆府,别墅,在售,昌平/沙河/地铁昌平线沙河地铁站南600米,限竞房 视频看房 品牌房企 地铁沿线,1100  万/套(总价),总价1100万/套
祥云赋,住宅,在售,顺义/后沙峪/京承高速6出口（中央别墅区）罗马环岛北800米,限竞房 中式建筑 环线房 低密居所,55583  元/平(均价),总价480万/套
祥云赋,别墅,在售,顺义/后沙峪/京承高速6出口（中央别墅区）罗马环岛北800米,限竞房 环线房 大型社区 人车分流,1500  万/套(总价),总价1500万/套
泰禾金府大院,别墅,在售,丰台/西红门/南四环地铁新宫站南800米,明星户型 品牌房企 科技住宅 多轨交汇,2800  万/套(总价),总价2800万/套
中海金樾和著,住宅,在售,房山/房山其它/良常路官道路口西800米,限竞房 品牌房企 水系园林 环线房,37000  元/平(均价),总价320万/套
金地悦风华,住宅,在售,大兴/郁花园/广阳大街与春和路交口西南,限竞房 品牌房企 贴心物业 地铁沿线,55000  元/平(均价),总价480万/套
和棠瑞著,别墅,在售,平谷/平谷其它/金海湖景区坝前广场西侧500米,限竞房 旅游地产 水系园林 环线房,730  万/套(总价),总价730万/套
颐璟万和,住宅,在售,大兴/黄村火车站/新源大街4号线义和庄地铁向北约500米,限竞房 视频看房 品牌房企 地铁沿线,55016  元/平(均价),总价477万/套
北京经开汀塘,住宅,在售,亦庄开发区/通州其它/科创十一街与经海九路交汇处（地铁亦庄线次渠南站400米）,视频看房 贴心物业 地铁沿线 环线房,53980  元/平(均价),总价430万/套
和悦华锦,住宅,在售,大兴/大兴其它/博兴八路与兴海一街交叉口西南侧100米,限竞房 刚需优选 品牌房企 贴心物业,52695  元/平(均价),总价460万/套
和悦华玺,住宅,在售,昌平/北七家/北七家正北五环外，立汤路与北清路交汇处东行800米,限竞房 贴心物业 入户花园 环线房,49800  元/平(均价),总价450万/套
尊悦光华,住宅,在售,朝阳/CBD/光华东里甲1号院3号楼,近主干道 成熟商圈,1700  万/套(总价),总价1700万/套
天竺悦府,住宅,在售,顺义/天竺/天柱东路29号,品牌房企 环线房 低密居所 车位充足,59500  元/平(均价),总价770万/套
北京城建海梓府,别墅,在售,大兴/大兴其它/三海子东路与姜场街交汇处南150米,品牌房企 贴心物业 公交直达 环线房,1400  万/套(总价),总价1400万/套
新潮嘉园二期,住宅,在售,通州/潞苑/潞苑南大街185号,小户型 温泉入户 公交直达 环线房,58500  元/平(均价),总价385万/套
朝青知筑,住宅,在售,朝阳/常营/朝阳北路与东五环路交接处向东2公里,品牌房企 自持商业 环线房 人车分流,78000  元/平(均价),总价1060万/套
瑞悦府,住宅,在售,朝阳/中央别墅区/孙河组团八号路与孙河组团六号路交界处西南角,限竞房 品牌房企 临近高速 人车分流,600  万/套(总价),总价600万/套
中海云筑,住宅,在售,大兴/天宫院南/京开高速庞各庄桥西1500米（庞各庄镇宏轩饺子馆儿对面）,限竞房 低单价 视频看房 品牌房企,340  万/套(总价),总价340万/套
中海云筑,别墅,在售,大兴/天宫院南/京开高速庞各庄桥西1500米，团结路北（庞各庄镇宏轩饺子馆儿对面）,限竞房 品牌房企 贴心物业 环线房,739  万/套(总价),总价860万/套
远洋五里春秋,住宅,在售,石景山/石景山其它/五里坨黑石头路前行500m,限竞房 视频看房 品牌房企 环线房,52024  元/平(均价),总价420万/套
绿城西府海棠,住宅,在售,石景山/石景山其它/隆恩寺路北人大附石景山分校西侧,限竞房 视频看房 品牌房企 环线房,52024  元/平(均价),总价415万/套
和锦薇棠,别墅,在售,朝阳/常营/黄渠东路与朝阳北路辅路交汇处,品牌房企 一梯一户 地铁沿线 环线房,88000  元/平(均价),总价2000万/套
万科翠湖国际,写字楼,在售,海淀/海淀北部新区/景天路与忍冬路交叉口东50米,近主干道 人车分流 湖景,43000  元/平(均价),
昆仑域,别墅,在售,丰台/右安门外/翠林路北京西铁营投资管理公司对面,贴心物业 地铁沿线 公交直达 现房,115000  元/平(均价),总价2791万/套
远洋悦满街,商业,在售,通州/通州其它/通顺路与朝阳北路交叉口,近主干道 临近高速 车位充足 购物方便,38000  元/平(均价),
首创·河著,别墅,在售,顺义/顺义其它/京承高速 11出口（昌金路）向东900 米路北,低总价 品牌房企 一梯一户 环线房,820  万/套(总价),总价1400万/套
华萃西山,住宅,在售,门头沟/门头沟其它/永定镇地铁S1号线石厂西南700米,限竞房 视频看房 品牌房企 环线房,47000  元/平(均价),总价440万/套
佑安府,别墅,在售,"丰台/右安门外/右安门外大街佑安府, 西二环西铁营万达广场东侧",限竞房 环线房 车位充足 人车分流,3200  万/套(总价),
招商雍合府,住宅,在售,大兴/黄村中/兴业大街与清源西路交汇处西南角（地铁4号线清源路站西侧800米）,限竞房 视频看房 品牌房企 地铁沿线,55800  元/平(均价),总价460万/套
金隅·金麟府,住宅,在售,大兴/大兴其它/博兴八路与兴海一街交叉口西北侧,限竞房 视频看房 品牌房企 环线房,52695  元/平(均价),总价468万/套
住总正华·时代广场,商业,在售,大兴/天宫院/地铁4号线生物医药基地站南200米,品牌房企 地铁沿线 公交直达 车位充足,55000  元/平(均价),
天瑞宸章,别墅,在售,朝阳/中央别墅区/京密路与顺黄路交叉路口西南方向1000米,限竞房 品牌房企 贴心物业 环线房,1500  万/套(总价),总价1500万/套
天恒京西悦府,别墅,在售,房山/阎村/燕房线阎村地铁站东南角约189米,自持商业 地铁沿线 环线房 小型社区,50000  元/平(均价),总价800万/套
首创远洋·禧瑞春秋,别墅,在售,朝阳/中央别墅区/孙河组团八号路与二号路交叉口东,限竞房 品牌房企 环线房 车位充足,68924  元/平(均价),总价1610万/套
东方太阳城,别墅,在售,顺义/顺义其它/潮白河畔（顺义新城滨河森林公园西300米）,养老房 水系园林 环线房 现房,2100  万/套(总价),总价2100万/套
壹亮马,住宅,在售,朝阳/酒仙桥/驼房营南路，将府公园西侧,环线房 近主干道 车位充足 人车分流,98000  元/平(均价),总价1700万/套
中粮天恒天悦壹号,别墅,在售,丰台/西红门/南四环地铁新宫站南500米,品牌房企 地铁沿线 环线房 车位充足,2000  万/套(总价),总价1900万/套
中海云熙,住宅,在售,大兴/大兴其它/魏善庄新城南中轴路东侧500米,限竞房 品牌房企 贴心物业 环线房,37700  元/平(均价),总价335万/套
龙湾别墅,住宅,在售,顺义/中央别墅区/后沙峪乡龙湾别墅,科技住宅 花园洋房 环线房 低密居所,1338  万/套(总价),总价1338万/套
大兴金茂悦,住宅,在售,大兴/大兴其它/南中轴与龙江路交汇处东300米（世界月季公园北500米）,限竞房 刚需优选 视频看房 贴心物业,37500  元/平(均价),总价291万/套
海晏春秋,别墅,在售,大兴/瀛海/灜安街与经二路交汇处西北角,限竞房 品牌房企 入户花园 公交直达,52449  元/平(均价),总价1300万/套
京投发展·锦悦府,住宅,在售,密云/密云其它/密云区檀营乡檀东路西侧,限竞房 自持商业 健身跑道 环线房,25607  元/平(均价),总价220万/套
京投发展·锦悦府,别墅,在售,密云/密云其它/檀营乡檀东路西侧,环线房 人车分流 大型社区 天然氧吧,450  万/套(总价),总价450万/套
万科翡翠云图,别墅,在售,海淀/海淀北部新区/北京市海淀区温泉镇黑龙潭路与向山路交汇处,限竞房 品牌房企 人车分流 小型社区,1500  万/套(总价),总价1700万/套
珠江阙,住宅,在售,通州/武夷花园/运河文化广场东侧30米,环线房 车位充足 人车分流 河景,2300  万/套(总价),总价2300万/套
远洋五里春秋,别墅,在售,石景山/石景山其它/五里坨黑石头路前行500m,限竞房 品牌房企 中式建筑 环线房,1300  万/套(总价),总价1300万/套
林肯时代,商业类,在售,亦庄开发区/亦庄/荣华路与荣京西街交叉口西侧300米（荣京东街站西侧600米）,成熟商圈 三甲医院,42000  元/平(均价),
强佑·府学上院,住宅,在售,海淀/清河/海淀区京藏高速清河桥西侧100米,多轨交汇 现房 大型社区 成熟商圈,74500  元/平(均价),总价920万/套
公园十七区,住宅,在售,顺义/后沙峪/中央别墅区火沙路和裕庆路交汇口北500米,限竞房 多轨交汇 三甲医院,55711  元/平(均价),总价475万/套
亦庄金茂府,别墅,在售,亦庄开发区/亦庄开发区其它/三海子东路与兴海路交汇处东南角,品牌房企 科技住宅 地铁沿线 环线房,1300  万/套(总价),
通泰国际公馆,住宅,在售,亦庄开发区/亦庄/科创十三街29号院（地铁亦庄线经海路站西南角 ）,刚需优选 小户型 品牌房企 环线房,52000  元/平(均价),总价280万/套
金融街·融府,住宅,在售,丰台/七里庄/地铁10号线泥洼站A口北约150米,限竞房 品牌房企 多轨交汇 小型社区,66555  元/平(均价),
金融街·融府,别墅,在售,丰台/七里庄/地铁10号线泥洼站A口北约150米,限竞房 品牌房企 多轨交汇 小型社区,66555  元/平(均价),
世园村,住宅,在售,延庆/延庆其它/延庆区延康路与世园村北二街交汇处,明星户型 旅游地产 环线房 近主干道,28380  元/平(均价),总价253万/套
万科大都会79号,住宅,在售,朝阳/亚运村/北苑路176号（惠新西街北口向北600米）,品牌房企 环线房 近主干道 人车分流,2500  万/套(总价),
华樾北京,住宅,在售,朝阳/望京/广顺北大街，14号线善各庄站上盖,刚需优选 限竞房 科技住宅 环线房,78148  元/平(均价),总价690万/套
首开熙悦观湖,住宅,在售,"房山/房山其它/房山区青龙湖镇中心区,西至魏各庄路,北至青龙湖管理处",限竞房 视频看房 品牌房企 环线房,280  万/套(总价),总价280万/套
金地·大湖风华,住宅,在售,房山/房山其它/北京市房山区青龙湖水上乐园东南角,限竞房 刚需优选 视频看房 品牌房企,330  万/套(总价),总价265万/套
金辰府,住宅,在售,昌平/北七家/北五环定泗路北七家镇政府正南,限竞房 刚需优选 视频看房 品牌房企,53000  元/平(均价),总价430万/套
熙湖悦著,住宅,在售,房山/房山其它/大苑村收费站出口（良坨路桥）左行200米,刚需优选 限竞房 视频看房 品牌房企,34000  元/平(均价),总价261万/套
华发中央公园,住宅,在售,房山/良乡/北京市房山区良乡大学城站南900米,刚需优选 限竞房 品牌房企 贴心物业,41000  元/平(均价),总价365万/套
建邦·顺颐府,住宅,在售,顺义/后沙峪/空港B区裕民大街30号千里马国际一层建邦•顺颐府售楼中心,限竞房 刚需优选 多轨交汇 环线房,465  万/套(总价),总价465万/套
橡树珑湾,住宅,在售,顺义/顺义城/顺义区白马路与通顺路交叉口西南角（距顺义站3—4公里）,明星户型 限竞房 品牌房企 水系园林,36000  元/平(均价),
中铁·诺德春风和院,住宅,在售,丰台/花乡/丰台区白盆窑六圈路和樊羊路交汇处东南,限竞房 品牌房企 中式建筑 近主干道,67702  元/平(均价),总价600万/套
萬橡悦府,住宅,在售,昌平/回龙观/昌平区京藏高速与北清路交汇口东2公里,明星户型 限竞房 小户型 品牌房企,54197  元/平(均价),总价480万/套
未来金茂府,住宅,在售,昌平/北七家/昌平区未来科学城南区英才南三街,明星户型 限竞房 品牌房企 科技住宅,60000  元/平(均价),总价740万/套
中海首钢长安云锦,住宅,在售,石景山/石景山其它/石景山区莲石西路与古城南街交汇处东北角,限竞房 品牌房企 贴心物业 多轨交汇,58802  元/平(均价),
观承别墅·大家,住宅,在售,顺义/后沙峪/京承高速8号未来科技城出口路东,明星户型 贴心物业 环线房 临近高速,730  万/套(总价),
葛洲坝中国府,住宅,在售,丰台/玉泉营/丰台东路46号,科技住宅 环线房 低密居所 车位充足,125000  元/平(均价),总价2000万/套
华萃西山,别墅,在售,门头沟/门头沟其它/门头沟永定镇地铁S1号线石厂站西南700米,明星户型 品牌房企 避暑 环线房,780  万/套(总价),总价780万/套
葛洲坝北京紫郡兰园,住宅,在售,海淀/海淀北部新区/北清路葛洲坝北京紫郡兰园,刚需优选 限竞房 贴心物业 环线房,53000  元/平(均价),
首开琅樾二期,住宅,在售,朝阳/中央别墅区/京密路与京平辅路交叉口西行1.5公里,明星户型 品牌房企 现房 低密居所,价格待定,总价1280万/套
萬橡華府,住宅,在售,昌平/回龙观/地铁8号线与昌平线枢纽站朱辛庄站东侧约50米,刚需优选 限竞房 品牌房企 环线房,54197  元/平(均价),
信达·国子郡,住宅,在售,昌平/沙河/沙河镇北沙河中路与高教园附近,刚需优选 小户型 环线房 人车分流,48810  元/平(均价),总价384万/套
华业玫瑰东筑,住宅,在售,通州/临河里/梨园南街与临河里路交汇处，通州地铁土桥站南行800米,刚需优选 小户型 环线房 人车分流,56000  元/平(均价),总价340万/套
保利和光逸境,住宅,在售,丰台/青塔/丰台区西四环中路83号,明星户型 贴心物业 多轨交汇 车位充足,840  万/套(总价),总价1600万/套
天恒世界集,商业,在售,大兴/郁花园/盛坊路1号院,小户型 环线房 现房 车位充足,55000  元/平(均价),
富兴首府,住宅,在售,朝阳/东坝/东坝路9号东北60米,花园洋房 车位充足,85000  元/平(均价),总价1200万/套
中铁诺德阅墅,别墅,在售,顺义/中央别墅区/中央别墅区优山美地D区西北侧,品牌房企 环线房 车位充足 大型社区,1200  万/套(总价),总价1200万/套
世茂国风长安,别墅,在售,丰台/青塔/西四环边，莲石路旁,品牌房企 地铁沿线 公交直达 人车分流,2300  万/套(总价),
中铁华侨城和园,别墅,在售,大兴/瀛海/南五环南海子公园西侧约500米,品牌房企 地铁沿线 环线房 人车分流,50000  元/平(均价),总价1350万/套
金地·大湖风华,别墅,在售,房山/房山其它/良坨路金地大湖风华,刚需优选 限竞房 品牌房企 环线房,500  万/套(总价),总价540万/套
懋源·璟岳,住宅,在售,丰台/玉泉营/南三环西路99号院,车位充足 人车分流 三甲医院,2300  万/套(总价),总价2900万/套
懋源·璟岳,别墅,在售,丰台/玉泉营/南三环西路99号院,车位充足 人车分流 成熟商圈 三甲医院,5500  万/套(总价),总价5500万/套
山屿西山著,别墅,在售,海淀/海淀北部新区/北清路山屿湖,限竞房 贴心物业 近主干道 成熟商圈,53000  元/平(均价),总价1400万/套
御世佳府,别墅,在售,通州/潞苑/朝阳北路延长线北侧,环线房 低密居所 小型社区,70000  元/平(均价),
碧桂园世奥龙鼎,住宅,在售,延庆/延庆其它/百泉路延庆碧桂园世奥龙鼎,低密居所 大型社区 天然氧吧 山景,230  万/套(总价),总价230万/套
城市之光·东望,住宅,在售,通州/通州其它/东五环化工桥向东京津高速第一出口通马路向南约500米,限竞房 视频看房 品牌房企 环线房,51585  元/平(均价),总价450万/套
合景天汇广场,住宅,在售,顺义/马坡/顺义区昌金路与通顺路交汇处天汇广场售楼处,品牌房企 环线房 低密居所 车位充足,38000  元/平(均价),总价330万/套
金地旭辉·江山风华,住宅,在售,大兴/黄村中/地铁4号线清源路站西侧800米,明星户型 视频看房 品牌房企 环线房,55800  元/平(均价),总价480万/套
水岸雁栖,住宅,在售,怀柔/怀柔/京加路水岸雁栖,刚需优选 小户型 入户花园 环线房,34000  元/平(均价),总价207万/套
懋源·璟玺,别墅,在售,朝阳/中央别墅区/孙河京密路与京平辅路交叉口西行1000米,车位充足 小型社区,价格待定,
金隅学府,住宅,在售,大兴/大兴其它/兴海路金隅学府,刚需优选 视频看房 品牌房企 环线房,52695  元/平(均价),总价374万/套
台湖金茂悦,住宅,在售,通州/通州其它/台湖镇亦庄新城惠民路与生态公园路交汇处,视频看房 品牌房企 绿化率高 小型社区,50000  元/平(均价),总价400万/套
中国铁建国际公馆,住宅,在售,大兴/大兴其它/博兴十路中国铁建国际公馆,刚需优选 视频看房 品牌房企 环线房,52590  元/平(均价),总价335万/套
观承·望溪,住宅,在售,顺义/后沙峪/高白路观承·望溪,品牌房企 贴心物业 环线房 低密居所,700  万/套(总价),总价730万/套
西山上品湾MOMA,住宅,在售,昌平/昌平其它/昌平区阳坊镇温南路与阳八路交汇处,刚需优选 品牌房企 花园洋房 环线房,37500  元/平(均价),总价487万/套
万科雲庐,住宅,在售,丰台/丰台其它/魏各庄路万科雲庐,明星户型 低单价 花园洋房 环线房,39000  元/平(均价),
万科雲庐,别墅,在售,丰台/丰台其它/魏各庄路万科雲庐,明星户型 品牌房企 环线房 人车分流,39000  元/平(均价),
中骏天峰,住宅,在售,门头沟/滨河西区/石龙东路中骏天峰,刚需优选 环线房 人车分流 小型社区,54000  元/平(均价),总价470万/套
北京城建宽院国誉府,住宅,在售,大兴/大兴其它/南北大街北京城建宽院国誉府,明星户型 低单价 品牌房企 环线房,31000  元/平(均价),
北京城建宽院国誉府,别墅,在售,大兴/大兴其它/南北大街北京城建宽院国誉府,明星户型 低总价 品牌房企 私属庭院,31000  元/平(均价),总价420万/套
中国铁建·山语澜廷,住宅,在售,房山/房山其它/阎吕路南侧（北京市第十三中学西北300米处）,限竞房 品牌房企 小户型 环线房,32000  元/平(均价),总价230万/套
中海寰宇时代,住宅,在售,大兴/瀛海/黄亦路与京福路西南口交叉口,刚需优选 品牌房企 小户型 多轨交汇,52449  元/平(均价),总价250万/套
合景·领汇长安,住宅,在售,门头沟/滨河西区/北京市门头沟区S1号线桥户营站西300米,刚需优选 小户型 多轨交汇 环线房,48000  元/平(均价),总价360万/套
臻御府,住宅,在售,丰台/科技园区/西南四环总部基地郭公庄地铁站六圈路,限竞房 人车分流,67702  元/平(均价),总价560万/套
ID,在售,PARK艾迪公园,顺义/顺义其它/杜杨南街10号院,刚需优选 商务型公寓 低单价 低总价,23000  元/平(均价),
北京风景,住宅,在售,"昌平/东关/京藏高速30出口（昌平城区）向东，南环大桥东1000米, 双营西路67号院",环线房 现房 低密居所 依山傍水,46800  元/平(均价),总价520万/套
京投发展公园悦府,住宅,在售,昌平/回龙观/地铁8号线平西府站向东200米，龙锦一街37号院,刚需优选 自持商业 地铁沿线 多轨交汇,495  万/套(总价),总价495万/套
新世界丽樽,别墅,在售,顺义/后沙峪/高白路与顺于路交叉口西南400米（京承高速8号出口路东),水系园林 一梯一户 环线房 临近高速,47000  元/平(均价),总价1800万/套
北京半岛,别墅,在售,房山/房山其它/西六环青龙湖畔长青路出口，京辉高尔夫南侧,休闲会所 环线房 现房 低密居所,1000  万/套(总价),总价1300万/套
首开璞瑅墅,别墅,在售,"大兴/大兴其它/榆垡镇京开高速（106国道段）东侧、榆垡路北侧, 祥和街48号院",环线房 现房 低密居所,1600  万/套(总价),总价1600万/套
星光视界中心,写字楼,在售,大兴/郁花园/西红门镇春和路39号院,品牌房企 环线房 现房 成熟商圈,33000  元/平(均价),
长阳光和作用,住宅,在售,房山/长阳/长阳镇京良路西营路口向北900米,环线房 现房 低密居所 成熟商圈,35800  元/平(均价),总价420万/套
阳光城君山墅,别墅,在售,密云/密云其它/密溪路33号(水库风景区内),品牌房企 复式 环线房 现房,28000  元/平(均价),总价680万/套
公园懿府,住宅,在售,丰台/西红门/公益西桥南行3500米,,74000  元/平(均价),总价980万/套
万科观承别墅,别墅,在售,顺义/后沙峪/高丽营镇于庄机场北线高速与高白路交汇处向北1公里路西,品牌房企 科技住宅 环线房 近主干道,4900  万/套(总价),
兴创屹墅,别墅,在售,"大兴/高米店南/双高路兴创屹墅小区, 高米店南里",品牌房企 贴心物业 环线房 现房,2900  万/套(总价),总价3200万/套
首城珑玺,别墅,在售,朝阳/东坝/五环七棵树出口北行300米,环线房 近主干道 低密居所 车位充足,2930  万/套(总价),总价2930万/套
恒大华府,住宅,在售,朝阳/东坝/东坝中街与单店北街交汇处西北侧,品牌房企 现房 车位充足 天然氧吧,88000  元/平(均价),总价2700万/套
天恒乐墅,别墅,在售,房山/阎村/京港澳高速阎村出口西行1500米,视频看房 多轨交汇 环线房 现房,738  万/套(总价),总价787万/套
中粮瑞府,别墅,在售,朝阳/中央别墅区/香江北路向北1500米,品牌房企 复式 环线房 现房,4600  万/套(总价),总价4600万/套
中南湾,住宅,在售,大兴/旧宫/五福堂北路与京福路交汇处,贴心物业 地铁沿线 环线房 现房,600  万/套(总价),总价600万/套
中昂邑上原著,别墅,在售,平谷/平谷其它/南街与新平西路交叉口（永安家园北门）,环线房 现房 低密居所 购物方便,930  万/套(总价),总价920万/套
MAHA缦合北京,住宅,在售,朝阳/燕莎/将台街道霄云路8号,环线房 现房 低密居所,135000  元/平(均价),总价7000万/套
天润香墅湾1号,住宅,在售,平谷/平谷其它/岳各庄大桥西南侧100米,旅游地产 环线房 现房 低密居所,34000  元/平(均价),总价390万/套
丽景长安二期,住宅,在售,门头沟/冯村/永定镇石龙西路与三石路交叉口向南200米西侧,刚需优选 旅游地产 环线房 近主干道,52000  元/平(均价),总价750万/套
山水文园五期,住宅,在售,朝阳/十里河/弘燕东路与西大望路交叉口向东100米,环线房 现房 低密居所,1300  万/套(总价),
恒华湖公馆,住宅,在售,顺义/马坡/牛栏山镇恒华西街2号院,水系园林 环线房 现房 低密居所,45000  元/平(均价),总价401万/套
万科翡翠西湖,住宅,在售,丰台/丰台其它/泉湖西路与山湖路交汇处东北角,限竞房 低单价 品牌房企 贴心物业,340  万/套(总价),总价350万/套
万科翡翠西湖,别墅,在售,丰台/丰台其它/泉湖西路与山湖路交汇处（青龙湖公园东门300米）,品牌房企 环线房 大型社区,37000  元/平(均价),总价1050万/套
万科七橡墅,别墅,在售,房山/房山其它/燕房线周口店镇站北约800米,限竞房 品牌房企 贴心物业 环线房,500  万/套(总价),总价550万/套
观承别墅·大家,别墅,在售,顺义/后沙峪/高丽营镇京承高速8号出口路东,限竞房 品牌房企 水系园林 环线房,1600  万/套(总价),
卓越万科翡翠山晓,住宅,在售,石景山/石景山其它/石景山石门路东侧500米,限竞房 养老房 自持商业 人车分流,425  万/套(总价),总价425万/套
瀛海府,住宅,售罄,大兴/瀛海/黄亦路与京福路交叉口西南侧,限竞房 贴心物业 地铁沿线 公交直达,52449  元/平(均价),
瀛海府,别墅,售罄,大兴/瀛海/黄亦路与京福路交叉口西南侧,限竞房 贴心物业 地铁沿线 公交直达,52449  元/平(均价),
上林溪,住宅,售罄,海淀/安宁庄/安宁庄东路50米,自持商业 环线房 近主干道 现房,80000  元/平(均价),总价870万/套
远大美域,别墅,售罄,密云/密云其它/密关路36号院,环线房 现房,19000  元/平(均价),总价434万/套
首开华润城,住宅,售罄,"丰台/科技园区/樊羊路68号院, 五圈南路2号院",明星户型 品牌房企 环线房 现房,78000  元/平(均价),
合景映月台,别墅,售罄,"海淀/清河/安宁庄西路与小营西路交汇处西南侧, 安宁庄西路与小营西路36号院项目",品牌房企 地铁沿线 公交直达 现房,1800  万/套(总价),
通用博园,住宅,售罄,密云/密云其它/一中西侧100米,环线房 现房 低密居所,28000  元/平(均价),
首开国风美唐三期,住宅,售罄,昌平/回龙观/龙跃街7号院,环线房 现房 大型社区,59000  元/平(均价),
花雨汀,住宅,售罄,昌平/南邵/中兴路17号院,环线房 现房 低密居所 购物方便,价格待定,
和成璟园,住宅,售罄,大兴/亦庄/三羊北街3号院,贴心物业 公交直达 环线房 现房,63000  元/平(均价),总价868万/套
泽信公馆,住宅,售罄,丰台/科技园区/富丰园东路1号院,科技住宅 环线房 现房 低密居所,890  万/套(总价),总价890万/套
景粼原著,住宅,售罄,朝阳/中央别墅区/京密路与顺黄路交叉路口往西200米,地铁沿线 环线房 现房 低密居所,72000  元/平(均价),
金地华著,住宅,售罄,海淀/白石桥/北京海洋馆西200米,品牌房企 环线房 现房 车位充足,价格待定,
华远西红世商业,商业,售罄,大兴/黄村北/广平大街和金西路交叉口(西红门星光视界中心对面),贴心物业 公交直达 环线房 现房,52000  元/平(均价),
益田远洋万和风景,别墅,售罄,密云/密云其它/少年宫南侧100米，新密顺路白河东侧,贴心物业 花园洋房 环线房 现房,21000  元/平(均价),
M5运河1号,写字楼,售罄,通州/武夷花园/通州新城过东关大桥通胡大街南200米,地铁沿线 环线房 现房 娱乐丰富,价格待定,
中粮万科长阳半岛,商业,售罄,房山/长阳/长阳地铁站向西200米，怡和南路8号院,品牌房企 地铁沿线 公交直达 现房,50000  元/平(均价),
鲁能钓鱼台美高梅公馆,别墅,售罄,丰台/刘家窑/南苑乡石榴庄(地铁宋家庄站D出口西150米),品牌房企 贴心物业 地铁沿线 公交直达,6000  万/套(总价),总价6150万/套
鸿坤跃界,商业,售罄,大兴/西红门/宏福路与欣荣南北大街交汇西南侧,地铁沿线 公交直达 现房 娱乐丰富,65000  元/平(均价),
易郡,别墅,售罄,顺义/顺义其它/李遂镇顺平南线与左堤路交叉口东南900米,养老房 水系园林 公交直达 环线房,1300  万/套(总价),总价2500万/套
合景映月台,住宅,售罄,"海淀/清河/安宁庄西路与小营西路交汇处西南侧, 安宁庄西路与小营西路36号院项目",地铁沿线 公交直达 现房 低密居所,1800  万/套(总价),
企业墅上区,写字楼,售罄,昌平/南邵/地铁昌平线南邵站向南500米,自持商业 地铁沿线 环线房 现房,26000  元/平(均价),
企业墅上区,商业,售罄,昌平/南邵/地铁昌平线南邵站向南500米,自持商业 地铁沿线 环线房 现房,50000  元/平(均价),
远洋天著春秋,住宅,售罄,石景山/石景山其它/八大处公园西南800米,地铁沿线 环线房 现房 低密居所,110000  元/平(均价),
阳光城京兆府,别墅,售罄,通州/通州其它/潞西路与兴光二街交汇处,品牌房企 公交直达 环线房 现房,1200  万/套(总价),总价1200万/套
未来中心,写字楼,售罄,昌平/北七家/京承高速北七家出口向西800米路南,贴心物业 环线房 临近高速 现房,36000  元/平(均价),
